project,current_commit_sha,parent_commit_sha,current_commit_timestamp,current_commit_message,github_url_old,github_url,num_python_file_changed,coverage,num_new_violations,new_violations,new_violations_happening_place,new_violations_triggering_place,new_violations_reasons,new_violations_comment,num_old_violations,old_violations,old_violations_happening_place,old_violations_triggering_place,old_violations_reasons,old_violations_comment,num_current_violations,current_violations,num_parent_violations,parent_violations,violations_current_parent_commit_mapping,same_old_new_test_results,new_original,new_pymop,new_pymop_libs,new_dylin,old_original,old_pymop,old_pymop_libs,old_dylin
s2n,99876fb951ee238bc9e0174a1af5ac4544b76b95,f02c44c1b465038331e3b8bca7299698fc7e0263,1763088768,"feat: 아스키아트 추가, rich 설정",https://github.com/s2n0n/s2n/compare/f02c44c1b465038331e3b8bca7299698fc7e0263...99876fb951ee238bc9e0174a1af5ac4544b76b95,https://github.com/s2n0n/s2n/compare/f02c44c1b465038331e3b8bca7299698fc7e0263...99876fb951ee238bc9e0174a1af5ac4544b76b95,1,33.93,1,RandomMustUseSeed:/lib/python3.12/site-packages/rich/style.py:22,Project code,Dependency code,New library import,A new library (rich) is imported and used in the project code,0,,,,,,1,RandomMustUseSeed:/lib/python3.12/site-packages/rich/style.py:22=1,0,,,True,21-2-1-0-0,21-2-1-0-0,21-2-1-0-0,21-2-1-0-0,21-2-1-0-0,21-2-1-0-0,21-2-1-0-0,21-2-1-0-0
poco,2355449fa81f0142220bb5e959a4db483bfc1bf5,fe78011b68d37ccc63906f3a616da8dbeb3eb20a,1772270224,chore: remove deprecated version from docker-compose examples,https://github.com/shiwaforce/poco/compare/fe78011b68d37ccc63906f3a616da8dbeb3eb20a...2355449fa81f0142220bb5e959a4db483bfc1bf5,https://github.com/shiwaforce/poco/compare/fe78011b68d37ccc63906f3a616da8dbeb3eb20a...2355449fa81f0142220bb5e959a4db483bfc1bf5,1,69.69,0,,,,,,1,WrongTypeAddedAnalysis:/lib/python3.12/site-packages/docopt.py:578,Others,Others,Flaky Spec,The checker or spec we used is not deterministic,8,StringStripAnalysis:/lib/python3.12/site-packages/git/util.py:676=1;StringConcatAnalysis:/poco/poco.py:213=1;StringConcatAnalysis:/poco/poco.py:208=1;StringConcatAnalysis:/poco/poco.py:214=1;StringConcatAnalysis:/poco/poco.py:286=1;InvalidComparisonAnalysis:/poco/poco.py:286=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1;WrongTypeAddedAnalysis:/lib/python3.12/site-packages/docopt.py:400=1,9,StringStripAnalysis:/lib/python3.12/site-packages/git/util.py:676=1;StringConcatAnalysis:/poco/poco.py:213=1;StringConcatAnalysis:/poco/poco.py:208=1;StringConcatAnalysis:/poco/poco.py:214=1;StringConcatAnalysis:/poco/poco.py:286=1;InvalidComparisonAnalysis:/poco/poco.py:286=1;WrongTypeAddedAnalysis:/lib/python3.12/site-packages/docopt.py:578=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1;WrongTypeAddedAnalysis:/lib/python3.12/site-packages/docopt.py:400=1,,False,65-1-0-0-0,32-34-0-0-0,64-2-0-0-0,20-46-0-0-0,65-1-0-0-0,33-33-0-0-0,64-2-0-0-0,20-46-0-0-0
DAPPER,bc2e5ba5cf2e135fd39ca420386435fa39c85259,499667e414f82d4730ea3180d59aeef1151d6003,1730308803,Deploy docs,https://github.com/nansencenter/DAPPER/compare/499667e414f82d4730ea3180d59aeef1151d6003...bc2e5ba5cf2e135fd39ca420386435fa39c85259,https://github.com/nansencenter/DAPPER/compare/499667e414f82d4730ea3180d59aeef1151d6003...bc2e5ba5cf2e135fd39ca420386435fa39c85259,1,28.799999999999997,4,InvalidComparisonAnalysis:/lib/python3.12/site-packages/traitlets/traitlets.py:1061;InvalidComparisonAnalysis:/lib/python3.12/site-packages/traitlets/traitlets.py:1065;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/scipy/linalg/lapack.py:1023;InPlaceSortAnalysis:/lib/python3.12/site-packages/pyparsing/util.py:252,Dependency code,Dependency code,Dependency version changed,The developer add requirement.txt file in this commit to fix the library version which change the version from the previous commit.,5,InPlaceSortAnalysis:/lib/python3.12/site-packages/pyparsing/util.py:290;InvalidComparisonAnalysis:/lib/python3.12/site-packages/traitlets/traitlets.py:1084;InvalidComparisonAnalysis:/lib/python3.12/site-packages/traitlets/traitlets.py:1080;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/scipy/linalg/lapack.py:1068;RandomMustUseSeed:/lib/python3.12/site-packages/rich/style.py:22,Dependency code,Dependency code,Dependency version changed,The developer add requirement.txt file in this commit to fix the library version which change the version from the previous commit.,15,InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/lib/function_base.py:2288=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/traitlets/traitlets.py:1061=1;InvalidComparisonAnalysis:/dapper/tools/rounding.py:85=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/lib/function_base.py:2298=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/numpy/lib/nanfunctions.py:473=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/traitlets/traitlets.py:1065=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/core/_dtype.py:331=1;FileClosedAnalysis:/dapper/dpr_config.py:27=1;NonFinitesAnalysis:/lib/python3.12/site-packages/numpy/lib/function_base.py:2404=1;NonFinitesAnalysis:/lib/python3.12/site-packages/matplotlib/transforms.py:674=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/numpy/lib/nanfunctions.py:340=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/core/_dtype.py:334=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/scipy/linalg/lapack.py:1023=1;InPlaceSortAnalysis:/lib/python3.12/site-packages/pyparsing/util.py:252=1,16,InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/lib/function_base.py:2288=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1;InPlaceSortAnalysis:/lib/python3.12/site-packages/pyparsing/util.py:290=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/traitlets/traitlets.py:1084=1;InvalidComparisonAnalysis:/dapper/tools/rounding.py:85=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/lib/function_base.py:2298=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/numpy/lib/nanfunctions.py:473=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/core/_dtype.py:331=1;FileClosedAnalysis:/dapper/dpr_config.py:27=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/traitlets/traitlets.py:1080=1;NonFinitesAnalysis:/lib/python3.12/site-packages/numpy/lib/function_base.py:2404=1;NonFinitesAnalysis:/lib/python3.12/site-packages/matplotlib/transforms.py:674=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/numpy/lib/nanfunctions.py:340=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/scipy/linalg/lapack.py:1068=1;RandomMustUseSeed:/lib/python3.12/site-packages/rich/style.py:22=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/core/_dtype.py:334=1,,True,17-0-6-0-0,17-0-6-0-0,17-0-6-0-0,17-0-6-0-0,17-0-6-0-0,17-0-6-0-0,17-0-6-0-0,17-0-6-0-0
DAPPER,a18857ccf15638925a9b62d2ee3fb146823e6289,cd548e9c716072013feb95d695bb66a66d7ed216,1730801165,Fix missing liveplot,https://github.com/nansencenter/DAPPER/compare/cd548e9c716072013feb95d695bb66a66d7ed216...a18857ccf15638925a9b62d2ee3fb146823e6289,https://github.com/nansencenter/DAPPER/compare/cd548e9c716072013feb95d695bb66a66d7ed216...a18857ccf15638925a9b62d2ee3fb146823e6289,1,28.799999999999997,5,InPlaceSortAnalysis:/lib/python3.12/site-packages/pyparsing/util.py:290;InvalidComparisonAnalysis:/lib/python3.12/site-packages/traitlets/traitlets.py:1084;InvalidComparisonAnalysis:/lib/python3.12/site-packages/traitlets/traitlets.py:1080;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/scipy/linalg/lapack.py:1068;RandomMustUseSeed:/lib/python3.12/site-packages/rich/style.py:22,Dependency code,Dependency code,Dependency version changed,The developer remove requirement.txt file in this commit to github workflows to unfix the library version which change the version from the previous commit.,4,InvalidComparisonAnalysis:/lib/python3.12/site-packages/traitlets/traitlets.py:1061;InvalidComparisonAnalysis:/lib/python3.12/site-packages/traitlets/traitlets.py:1065;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/scipy/linalg/lapack.py:1023;InPlaceSortAnalysis:/lib/python3.12/site-packages/pyparsing/util.py:252,Dependency code,Dependency code,Dependency version changed,The developer remove requirement.txt file in this commit to github workflows to unfix the library version which change the version from the previous commit.,16,InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/lib/function_base.py:2288=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1;InPlaceSortAnalysis:/lib/python3.12/site-packages/pyparsing/util.py:290=1;FileClosedAnalysis:/dapper/dpr_config.py:33=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/traitlets/traitlets.py:1084=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/lib/function_base.py:2298=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/numpy/lib/nanfunctions.py:473=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/core/_dtype.py:331=1;InvalidComparisonAnalysis:/dapper/tools/rounding.py:86=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/traitlets/traitlets.py:1080=1;NonFinitesAnalysis:/lib/python3.12/site-packages/numpy/lib/function_base.py:2404=1;NonFinitesAnalysis:/lib/python3.12/site-packages/matplotlib/transforms.py:674=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/numpy/lib/nanfunctions.py:340=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/scipy/linalg/lapack.py:1068=1;RandomMustUseSeed:/lib/python3.12/site-packages/rich/style.py:22=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/core/_dtype.py:334=1,15,InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/lib/function_base.py:2288=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/traitlets/traitlets.py:1061=1;FileClosedAnalysis:/dapper/dpr_config.py:33=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/lib/function_base.py:2298=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/numpy/lib/nanfunctions.py:473=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/traitlets/traitlets.py:1065=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/core/_dtype.py:331=1;InvalidComparisonAnalysis:/dapper/tools/rounding.py:86=1;NonFinitesAnalysis:/lib/python3.12/site-packages/numpy/lib/function_base.py:2404=1;NonFinitesAnalysis:/lib/python3.12/site-packages/matplotlib/transforms.py:674=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/numpy/lib/nanfunctions.py:340=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/core/_dtype.py:334=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/scipy/linalg/lapack.py:1023=1;InPlaceSortAnalysis:/lib/python3.12/site-packages/pyparsing/util.py:252=1,,True,17-0-6-0-0,17-0-6-0-0,17-0-6-0-0,17-0-6-0-0,17-0-6-0-0,17-0-6-0-0,17-0-6-0-0,17-0-6-0-0
DAPPER,2d05daf8e043c2106f86030c995beef51b2fcb71,4dd08d56adfab2c555cbbe7b0056df196f835020,1740496232,"Lint, minor",https://github.com/nansencenter/DAPPER/compare/4dd08d56adfab2c555cbbe7b0056df196f835020...2d05daf8e043c2106f86030c995beef51b2fcb71,https://github.com/nansencenter/DAPPER/compare/4dd08d56adfab2c555cbbe7b0056df196f835020...2d05daf8e043c2106f86030c995beef51b2fcb71,1,29.1,1,ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/numpy/lib/function_base.py:1450,Project code,Dependency code,Change Usage of library,The developer changed the usage of numpy in th project code from concat() to concatenate() which triggers the violations,0,,,,,,17,InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/lib/function_base.py:2288=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1;InPlaceSortAnalysis:/lib/python3.12/site-packages/pyparsing/util.py:290=1;FileClosedAnalysis:/dapper/dpr_config.py:33=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/traitlets/traitlets.py:1084=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/lib/function_base.py:2298=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/numpy/lib/nanfunctions.py:473=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/core/_dtype.py:331=1;InvalidComparisonAnalysis:/dapper/tools/rounding.py:86=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/traitlets/traitlets.py:1080=1;NonFinitesAnalysis:/lib/python3.12/site-packages/numpy/lib/function_base.py:2404=1;NonFinitesAnalysis:/lib/python3.12/site-packages/matplotlib/transforms.py:674=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/numpy/lib/nanfunctions.py:340=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/scipy/linalg/lapack.py:1068=1;RandomMustUseSeed:/lib/python3.12/site-packages/rich/style.py:22=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/numpy/lib/function_base.py:1450=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/core/_dtype.py:334=1,16,InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/lib/function_base.py:2288=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1;InPlaceSortAnalysis:/lib/python3.12/site-packages/pyparsing/util.py:290=1;FileClosedAnalysis:/dapper/dpr_config.py:33=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/traitlets/traitlets.py:1084=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/lib/function_base.py:2298=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/numpy/lib/nanfunctions.py:473=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/core/_dtype.py:331=1;InvalidComparisonAnalysis:/dapper/tools/rounding.py:86=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/traitlets/traitlets.py:1080=1;NonFinitesAnalysis:/lib/python3.12/site-packages/numpy/lib/function_base.py:2404=1;NonFinitesAnalysis:/lib/python3.12/site-packages/matplotlib/transforms.py:674=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/numpy/lib/nanfunctions.py:340=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/scipy/linalg/lapack.py:1068=1;RandomMustUseSeed:/lib/python3.12/site-packages/rich/style.py:22=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/numpy/core/_dtype.py:334=1,,False,18-0-6-0-0,18-0-6-0-0,18-0-6-0-0,18-0-6-0-0,17-1-6-0-0,17-1-6-0-0,17-1-6-0-0,17-1-6-0-0
llm-interface,e7f12378aab58e0bd2da4b0af4ec1c817c8d07c3,d62a61d51baec753f07c62439d5f60ef63f62ed3,1738865297,testing: force structured output generation in llm_client in structured output regression test,https://github.com/provos/llm-interface/compare/d62a61d51baec753f07c62439d5f60ef63f62ed3...e7f12378aab58e0bd2da4b0af4ec1c817c8d07c3,https://github.com/provos/llm-interface/compare/d62a61d51baec753f07c62439d5f60ef63f62ed3...e7f12378aab58e0bd2da4b0af4ec1c817c8d07c3,1,78.24,0,,,,,,1,ItemInList:/lib/python3.12/site-packages/pydantic/_internal/_model_construction.py:359,Others,Others,Hard to Inspect,"Without the runtime context, it is hard to inspect",10,InvalidComparisonAnalysis:/llm_interface/llm_tool.py:39=1;InvalidComparisonAnalysis:/llm_interface/llm_interface.py:476=1;InvalidComparisonAnalysis:/llm_interface/llm_tool.py:41=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/pydantic/_internal/_decorators.py:349=1;InvalidComparisonAnalysis:/llm_interface/llm_tool.py:35=1;InvalidComparisonAnalysis:/llm_interface/llm_tool.py:33=1;InvalidComparisonAnalysis:/llm_interface/llm_tool.py:46=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/invoke/vendor/yaml/constructor.py:266=1;FileClosedAnalysis:/usr/lib/python3.12/logging/__init__.py:1263=1;InvalidComparisonAnalysis:/llm_interface/llm_tool.py:37=1,11,InvalidComparisonAnalysis:/llm_interface/llm_tool.py:39=1;InvalidComparisonAnalysis:/llm_interface/llm_interface.py:476=1;InvalidComparisonAnalysis:/llm_interface/llm_tool.py:41=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/pydantic/_internal/_decorators.py:349=1;InvalidComparisonAnalysis:/llm_interface/llm_tool.py:35=1;InvalidComparisonAnalysis:/llm_interface/llm_tool.py:33=1;InvalidComparisonAnalysis:/llm_interface/llm_tool.py:46=1;ItemInList:/lib/python3.12/site-packages/pydantic/_internal/_model_construction.py:359=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/invoke/vendor/yaml/constructor.py:266=1;FileClosedAnalysis:/usr/lib/python3.12/logging/__init__.py:1263=1;InvalidComparisonAnalysis:/llm_interface/llm_tool.py:37=1,,True,65-0-15-0-0,65-0-15-0-0,65-0-15-0-0,65-0-15-0-0,65-0-15-0-0,65-0-15-0-0,65-0-15-0-0,65-0-15-0-0
llm-interface,fe2a53777bec458aece442f6a5727b3608685408,357c623828d3b2f303505ffede32faa6e10860e6,1738866692,chore: bump version to 0.1.7,https://github.com/provos/llm-interface/compare/357c623828d3b2f303505ffede32faa6e10860e6...fe2a53777bec458aece442f6a5727b3608685408,https://github.com/provos/llm-interface/compare/357c623828d3b2f303505ffede32faa6e10860e6...fe2a53777bec458aece442f6a5727b3608685408,1,78.77,1,ItemInList:/lib/python3.12/site-packages/pydantic/_internal/_model_construction.py:359,Others,Others,Hard to Inspect,"Without the runtime context, it is hard to inspect",0,,,,,,11,InvalidComparisonAnalysis:/llm_interface/llm_tool.py:39=1;InvalidComparisonAnalysis:/llm_interface/llm_interface.py:479=1;InvalidComparisonAnalysis:/llm_interface/llm_tool.py:41=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/pydantic/_internal/_decorators.py:349=1;InvalidComparisonAnalysis:/llm_interface/llm_tool.py:35=1;InvalidComparisonAnalysis:/llm_interface/llm_tool.py:33=1;InvalidComparisonAnalysis:/llm_interface/llm_tool.py:46=1;ItemInList:/lib/python3.12/site-packages/pydantic/_internal/_model_construction.py:359=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/invoke/vendor/yaml/constructor.py:266=1;FileClosedAnalysis:/usr/lib/python3.12/logging/__init__.py:1263=1;InvalidComparisonAnalysis:/llm_interface/llm_tool.py:37=1,10,InvalidComparisonAnalysis:/llm_interface/llm_tool.py:39=1;InvalidComparisonAnalysis:/llm_interface/llm_interface.py:479=1;InvalidComparisonAnalysis:/llm_interface/llm_tool.py:41=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/pydantic/_internal/_decorators.py:349=1;InvalidComparisonAnalysis:/llm_interface/llm_tool.py:35=1;InvalidComparisonAnalysis:/llm_interface/llm_tool.py:33=1;InvalidComparisonAnalysis:/llm_interface/llm_tool.py:46=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/invoke/vendor/yaml/constructor.py:266=1;FileClosedAnalysis:/usr/lib/python3.12/logging/__init__.py:1263=1;InvalidComparisonAnalysis:/llm_interface/llm_tool.py:37=1,,True,70-0-15-0-0,70-0-15-0-0,70-0-15-0-0,70-0-15-0-0,70-0-15-0-0,70-0-15-0-0,70-0-15-0-0,70-0-15-0-0
llm-interface,6aa3569faf219c0088f4ae923d1cb7a271819bb5,fda6912452c37ad23efdcb6c322d5b8655362864,1740011154,fix: replace ValueError with custom ModelError for model response handling,https://github.com/provos/llm-interface/compare/fda6912452c37ad23efdcb6c322d5b8655362864...6aa3569faf219c0088f4ae923d1cb7a271819bb5,https://github.com/provos/llm-interface/compare/fda6912452c37ad23efdcb6c322d5b8655362864...6aa3569faf219c0088f4ae923d1cb7a271819bb5,1,79.92,1,ItemInList:/lib/python3.12/site-packages/pydantic/_internal/_model_construction.py:359,Others,Others,Hard to Inspect,"Without the runtime context, it is hard to inspect",0,,,,,,11,InvalidComparisonAnalysis:/llm_interface/llm_tool.py:39=1;InvalidComparisonAnalysis:/llm_interface/llm_tool.py:41=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/pydantic/_internal/_decorators.py:349=1;InvalidComparisonAnalysis:/llm_interface/llm_tool.py:35=1;InvalidComparisonAnalysis:/llm_interface/llm_tool.py:33=1;InvalidComparisonAnalysis:/llm_interface/llm_tool.py:46=1;ItemInList:/lib/python3.12/site-packages/pydantic/_internal/_model_construction.py:359=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/invoke/vendor/yaml/constructor.py:266=1;InvalidComparisonAnalysis:/llm_interface/llm_interface.py:543=1;FileClosedAnalysis:/usr/lib/python3.12/logging/__init__.py:1263=1;InvalidComparisonAnalysis:/llm_interface/llm_tool.py:37=1,10,InvalidComparisonAnalysis:/llm_interface/llm_tool.py:39=1;InvalidComparisonAnalysis:/llm_interface/llm_tool.py:41=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/pydantic/_internal/_decorators.py:349=1;InvalidComparisonAnalysis:/llm_interface/llm_tool.py:35=1;InvalidComparisonAnalysis:/llm_interface/llm_interface.py:539=1;InvalidComparisonAnalysis:/llm_interface/llm_tool.py:33=1;InvalidComparisonAnalysis:/llm_interface/llm_tool.py:46=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/invoke/vendor/yaml/constructor.py:266=1;FileClosedAnalysis:/usr/lib/python3.12/logging/__init__.py:1263=1;InvalidComparisonAnalysis:/llm_interface/llm_tool.py:37=1,InvalidComparisonAnalysis:/llm_interface/llm_interface.py:543<=InvalidComparisonAnalysis:/llm_interface/llm_interface.py:539,False,74-0-15-0-0,74-0-15-0-0,74-0-15-0-0,74-0-15-0-0,72-2-15-0-0,72-2-15-0-0,72-2-15-0-0,72-2-15-0-0
llm-interface,972661d42f312a401314d11e01941dba0491807a,c7c3821c54527253e859e3e0b33fc4a1458e2c3c,1740379583,chore: black fix,https://github.com/provos/llm-interface/compare/c7c3821c54527253e859e3e0b33fc4a1458e2c3c...972661d42f312a401314d11e01941dba0491807a,https://github.com/provos/llm-interface/compare/c7c3821c54527253e859e3e0b33fc4a1458e2c3c...972661d42f312a401314d11e01941dba0491807a,1,77.3,3,InvalidComparisonAnalysis:/lib/python3.12/site-packages/pydantic/_internal/_decorators.py:349;ItemInList:/lib/python3.12/site-packages/pydantic/_internal/_model_construction.py:359;InvalidComparisonAnalysis:/lib/python3.12/site-packages/invoke/vendor/yaml/constructor.py:266,Project code,Dependency code,"Project code fixed, more execution",The devleoper fixed a syntax error in this commit and more execution is monitored as a result,0,,,,,,11,InvalidComparisonAnalysis:/llm_interface/llm_tool.py:39=1;InvalidComparisonAnalysis:/llm_interface/llm_tool.py:41=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/pydantic/_internal/_decorators.py:349=1;InvalidComparisonAnalysis:/llm_interface/llm_tool.py:35=1;InvalidComparisonAnalysis:/llm_interface/llm_tool.py:33=1;InvalidComparisonAnalysis:/llm_interface/llm_tool.py:46=1;ItemInList:/lib/python3.12/site-packages/pydantic/_internal/_model_construction.py:359=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/invoke/vendor/yaml/constructor.py:266=1;InvalidComparisonAnalysis:/llm_interface/llm_interface.py:543=1;FileClosedAnalysis:/usr/lib/python3.12/logging/__init__.py:1263=1;InvalidComparisonAnalysis:/llm_interface/llm_tool.py:37=1,8,InvalidComparisonAnalysis:/llm_interface/llm_tool.py:39=1;InvalidComparisonAnalysis:/llm_interface/llm_tool.py:41=1;InvalidComparisonAnalysis:/llm_interface/llm_tool.py:35=1;InvalidComparisonAnalysis:/llm_interface/llm_tool.py:33=1;InvalidComparisonAnalysis:/llm_interface/llm_tool.py:46=1;InvalidComparisonAnalysis:/llm_interface/llm_interface.py:543=1;FileClosedAnalysis:/usr/lib/python3.12/logging/__init__.py:1263=1;InvalidComparisonAnalysis:/llm_interface/llm_tool.py:37=1,,True,74-0-15-0-0,74-0-15-0-0,74-0-15-0-0,74-0-15-0-0,74-0-15-0-0,74-0-15-0-0,74-0-15-0-0,74-0-15-0-0
llm-interface,ef075e7d134cb2d25f51d522de16d8fa397c2ca8,172fbc2a9538d61198da16a2d3a023e180410ba1,1741633585,chore: black fixes,https://github.com/provos/llm-interface/compare/172fbc2a9538d61198da16a2d3a023e180410ba1...ef075e7d134cb2d25f51d522de16d8fa397c2ca8,https://github.com/provos/llm-interface/compare/172fbc2a9538d61198da16a2d3a023e180410ba1...ef075e7d134cb2d25f51d522de16d8fa397c2ca8,1,72.58,0,,,,,,1,ItemInList:/lib/python3.12/site-packages/pydantic/_internal/_model_construction.py:359,Others,Others,Hard to Inspect,"Without the runtime context, it is hard to inspect",10,InvalidComparisonAnalysis:/llm_interface/llm_tool.py:39=1;InvalidComparisonAnalysis:/llm_interface/llm_tool.py:41=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/pydantic/_internal/_decorators.py:349=1;InvalidComparisonAnalysis:/llm_interface/llm_tool.py:35=1;InvalidComparisonAnalysis:/llm_interface/llm_tool.py:33=1;InvalidComparisonAnalysis:/llm_interface/llm_tool.py:46=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/invoke/vendor/yaml/constructor.py:266=1;InvalidComparisonAnalysis:/llm_interface/llm_interface.py:543=1;FileClosedAnalysis:/usr/lib/python3.12/logging/__init__.py:1263=1;InvalidComparisonAnalysis:/llm_interface/llm_tool.py:37=1,11,InvalidComparisonAnalysis:/llm_interface/llm_tool.py:39=1;InvalidComparisonAnalysis:/llm_interface/llm_tool.py:41=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/pydantic/_internal/_decorators.py:349=1;InvalidComparisonAnalysis:/llm_interface/llm_tool.py:35=1;InvalidComparisonAnalysis:/llm_interface/llm_tool.py:33=1;InvalidComparisonAnalysis:/llm_interface/llm_tool.py:46=1;ItemInList:/lib/python3.12/site-packages/pydantic/_internal/_model_construction.py:359=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/invoke/vendor/yaml/constructor.py:266=1;InvalidComparisonAnalysis:/llm_interface/llm_interface.py:543=1;FileClosedAnalysis:/usr/lib/python3.12/logging/__init__.py:1263=1;InvalidComparisonAnalysis:/llm_interface/llm_tool.py:37=1,,True,74-0-15-0-0,74-0-15-0-0,74-0-15-0-0,74-0-15-0-0,74-0-15-0-0,74-0-15-0-0,74-0-15-0-0,74-0-15-0-0
